,industry_code,product_code,product_name,item
3532,337121,337121S1,Secondary products,PCU337121337121S1
3533,337122,337122,Nonupholstered wood household furniture mfg,PCU337122337122
3534,337122,3371221,"Wood household den, family room, library, and living room furniture, except custom",PCU3371223371221
3535,337122,3371224,"Wood dining room and kitchen furniture, excl. cabinets, except custom",PCU3371223371224
3536,337122,3371228,"Wood bedroom furniture, except custom",PCU3371223371228
3537,337122,337122A,"Infants' and children's wood furniture, except custom",PCU337122337122A
3538,337122,337122E,"Wood outdoor furniture, unpainted, and ready-to-assemble wood furniture, except custom",PCU337122337122E
3539,337122,337122J,"Custom nonupholstered wood household furniture sold direct, excl. kitchen cabinets and vanities",PCU337122337122J
3540,337122,337122M1,Miscellaneous receipts,PCU337122337122M1
3541,337122,337122P,Primary products,PCU337122337122P
3542,337122,337122S,Secondary products,PCU337122337122S
3543,337122,337122SM,Secondary products and miscellaneous receipts,PCU337122337122SM
3544,337122,337122SS,Secondary products,PCU337122337122SS
3545,337124,337124,Metal household furniture mfg,PCU337124337124
3546,337124,3371241,"Metal dining room, and kitchen furniture, incl. padded and plain chairs and stools",PCU3371243371241
3547,337124,3371246,"Metal outdoor and casual furniture, incl. beach, lawn, garden and porch",PCU3371243371246
3548,337124,3371248,Other nonupholstered metal household furniture,PCU3371243371248
3549,337124,33712481,"Household metal beds and metal bed frames, including metal army cots and folding cots",PCU33712433712481
3550,337124,33712482,Other nonupholstered metal household furniture,PCU33712433712482
3551,337124,337124M,Miscellaneous receipts,PCU337124337124M
3552,337124,337124P,Primary products,PCU337124337124P
3553,337124,337124S,Secondary products,PCU337124337124S
3554,337124,337124SM,Secondary products and miscellaneous receipts,PCU337124337124SM
3555,337124,337124SS,Secondary products,PCU337124337124SS
3556,337125,337125,"Household furniture, except wood or metal, mfg",PCU337125337125
3557,337125,3371250,Nonupholstered household furniture (except wood and metal),PCU3371253371250
3558,337125,337125M,Miscellaneous receipts,PCU337125337125M
3559,337125,337125P,Primary products,PCU337125337125P
3560,337127,337127,Institutional furniture mfg,PCU337127337127
3561,337127,3371271,"School furniture (except stone and concrete), excl. library furniture",PCU3371273371271
3562,337127,3371275,"Public building and related furniture, excl. bar, bowling, cafeteria, restaurant and school",PCU3371273371275
3563,337127,3371278,"Public furniture (bar, bowling center, cafeteria, and restaurant)",PCU3371273371278
3564,337127,337127B,Other institutional furniture,PCU337127337127B
3565,337127,337127M,Miscellaneous receipts,PCU337127337127M
3566,337127,337127P,Primary products,PCU337127337127P
3567,337127,337127S,Secondary products,PCU337127337127S
3568,3372--,3372--,Office furniture (including fixtures) mfg,PCU3372--3372--
3569,33721-,33721-,Office furniture (including fixtures) mfg,PCU33721-33721-
3570,337211,337211,Wood office furniture mfg,PCU337211337211
3571,337211,3372111,"Wood office seating, including upholstered",PCU3372113372111
3572,337211,3372114,Wood office desks and desk extensions,PCU3372113372114
3573,337211,3372117,"Wood office files, storage units, and tables",PCU3372113372117
3574,337211,337211A,"Wood office furniture panel systems, desking systems, and other wood office furniture",PCU337211337211A
3575,337211,337211M,Miscellaneous receipts,PCU337211337211M
3576,337211,337211P,Primary products,PCU337211337211P
3577,337211,337211S,Secondary products,PCU337211337211S
3578,337211,337211SS,Secondary products,PCU337211337211SS
3579,337212,337212,Custom architectural woodwork and millwork,PCU337212337212
3580,337212,3372120,"Custom architectural woodwork, millwork, and fixtures",PCU3372123372120
3581,337212,337212P,Primary products,PCU337212337212P
3582,337212,337212S,Secondary products,PCU337212337212S
3583,337214,337214,"Office furniture, except wood, mfg",PCU337214337214
3584,337214,3372141,"Office seating, including upholstered, except wood",PCU3372143372141
3585,337214,3372144,"Office desk and desk extensions, except wood",PCU3372143372144
3586,337214,3372147,"Office files, storage units, and tables, except wood",PCU3372143372147
3587,337214,337214A,"Office furniture, other types, except wood",PCU337214337214A
3588,337214,337214M,Miscellaneous receipts,PCU337214337214M
3589,337214,337214P,Primary products,PCU337214337214P
3590,337214,337214S,Secondary products,PCU337214337214S
3591,337214,337214SM,Secondary products and miscellaneous receipts,PCU337214337214SM
3592,337214,337214SS,Secondary products,PCU337214337214SS
3593,337215,337215,"Showcases, partitions, shelving, and lockers mfg",PCU337215337215
3594,337215,3372151,"Lockers, partitions, and shelving (except custom), wood",PCU3372153372151
3595,337215,3372155,"Fixtures (bank, office, and store), wood, except custom",PCU3372153372155
3596,337215,3372157Z,"Partitions, prefabricated, assembled and knockdown, except wood",PCU3372153372157Z
3597,337215,337215A,"Shelving and lockers, except wood",PCU337215337215A
3598,337215,337215A1,"Shelving, commercial, except wood",PCU337215337215A1
3599,337215,337215A2,"Bookstacks and other shelving, except wood",PCU337215337215A2
3600,337215,337215E,"Storage racks and accessories, except wood",PCU337215337215E
3601,337215,337215G,"Fixtures (bank, office, and store), except wood",PCU337215337215G
3602,337215,337215L,Wood furniture dimensions and nonwood furniture parts and frames,PCU337215337215L
3603,337215,337215M,Miscellaneous receipts,PCU337215337215M
3604,337215,337215P,Primary products,PCU337215337215P
3605,337215,337215S,Secondary products,PCU337215337215S
3606,3379--,3379--,Other furniture related product mfg,PCU3379--3379--
3607,33791-,33791-,Mattress mfg,PCU33791-33791-
3608,337910,337910,Mattress mfg,PCU337910337910
3609,337910,3379101,"Innerspring mattresses , excluding crib-size",PCU3379103379101
3610,337910,3379104,"Other mattresses, including crib, foam, waterbed mattresses and mattress inserts",PCU3379103379104
3611,337910,3379107,"Foundations, excl. innerspring units, hybrid-type flotation, ensembles, and adjustable units",PCU3379103379107
3612,337910,337910A,"Sleep system ensembles and mattresses, excl. conventional waterbeds",PCU337910337910A
3613,337910,337910E,Mattress and foundation sets,PCU337910337910E
3614,337910,337910M,Miscellaneous receipts,PCU337910337910M
3615,337910,337910P,Primary products,PCU337910337910P
3616,337910,337910S,Secondary products,PCU337910337910S
3617,33792-,33792-,Blind & shade mfg,PCU33792-33792-
3618,337920,337920,Blind and shade mfg,PCU337920337920
3619,337920,3379202,Window shades and window shade accessories and rollers,PCU3379203379202
3620,337920,3379204,"Venetian blinds, including components and parts",PCU3379203379204
3621,337920,3379208,"Other blinds and shades, including curtain and drapery fixtures, poles and rods",PCU3379203379208
3622,337920,337920M,Miscellaneous receipts,PCU337920337920M
3623,337920,337920P,Primary products,PCU337920337920P
3624,337920,337920S,Secondary products,PCU337920337920S
3625,337920,337920SS,Secondary products,PCU337920337920SS
3626,339---,339---,Miscellaneous mfg,PCU339---339---
3627,3391--,3391--,Medical equipment & supplies mfg,PCU3391--3391--
3628,33911-,33911-,Medical equipment & supplies mfg,PCU33911-33911-
3629,339112,339112,Surgical and medical instrument mfg,PCU339112339112
3630,339112,3391120,Surgical and medical instruments,PCU3391123391120
3631,339112,33911201,Surgical and orthopedic instruments,PCU33911233911201
3632,339112,33911202,"Surgical and medical diagnostic apparatus, excluding electromedical",PCU33911233911202
3633,339112,33911203,Surgical and medical syringes and hypodermic needles,PCU33911233911203
3634,339112,33911204,"Surgical and medical blood transfusion and IV equipment, including blood donor kits",PCU33911233911204
3635,339112,33911205,Surgical and medical catheters,PCU33911233911205
3636,339112,33911206,"Other surgical and medical apparatus and instruments, excluding parts",PCU33911233911206
3637,339112,33911209,Parts for surgical and medical apparatus and instruments,PCU33911233911209
3638,339112,339112M,Miscellaneous receipts,PCU339112339112M
3639,339112,339112P,Primary products,PCU339112339112P
3640,339112,339112S,Secondary products,PCU339112339112S
3641,339113,339113,Surgical appliance and supplies mfg,PCU339113339113
3642,339113,3391132,"Medical and surgical appliances and supplies, incl. orthopedic, prosthetic, and therapeutic",PCU3391133391132
3643,339113,33911321,Artificial joints and limbs,PCU33911333911321
3644,339113,33911322,Other orthopedic and prosthetic appliances,PCU33911333911322
3645,339113,33911327,Other medical and surgical appliances and supplies,PCU33911333911327
3646,339113,3391134,Hospital beds and specialized hospital furniture,PCU3391133391134
3647,339113,3391136,Personal industrial and nonindustrial safety equipment and clothing,PCU3391133391136
3648,339113,339113M,Miscellaneous receipts,PCU339113339113M
3649,339113,339113P,Primary products,PCU339113339113P
3650,339113,339113S,Secondary products,PCU339113339113S
3651,339114,339114,Dental equipment and supplies mfg,PCU339114339114
3652,339114,3391141,Dental professional equipment and supplies,PCU3391143391141
3653,339114,33911411,Professional dental equipment,PCU33911433911411
3654,339114,33911412,Professional dental supplies,PCU33911433911412
3655,339114,3391143,Dental laboratory equipment and supplies,PCU3391143391143
3656,339114,339114M,Miscellaneous receipts,PCU339114339114M
3657,339114,339114P,Primary products,PCU339114339114P
3658,339114,339114S1,Secondary products,PCU339114339114S1
3659,339115,339115,Ophthalmic goods mfg,PCU339115339115
3660,339115,3391159,"Ophthalmic fronts, temples, and focal and contact lenses",PCU3391153391159
3661,339115,339115B,"Ophthalmic goods, other types, including prescription ground eyeglass lenses",PCU339115339115B
3662,339115,339115M,Miscellaneous receipts,PCU339115339115M
3663,339115,339115P,Primary products,PCU339115339115P
3664,339115,339115S,Secondary products,PCU339115339115S
3665,339115,339115SS,Secondary products,PCU339115339115SS
3666,3399--,3399--,Other miscellaneous mfg,PCU3399--3399--
3667,33991-,33991-,Jewelry & silverware mfg,PCU33991-33991-
3668,339910,339910,Jewelry and silverware mfg,PCU339910339910
3669,339910,3399101,"Jewelry, gold and platinum",PCU3399103399101
3670,339910,3399102,"Silverware and hollowware, precious solid or clad metal",PCU3399103399102
3671,339910,3399104,Costume jewelry and novelties,PCU3399103399104
3672,339910,3399105,"Jewelers' findings and materials, precious metal",PCU3399103399105
3673,339910,3399107,"Lapidary work, except for watch jewels",PCU3399103399107
3674,339910,3399108,All other jewelry and personal goods (excluding costume),PCU3399103399108
3675,339910,339910M,Miscellaneous receipts,PCU339910339910M
3676,339910,339910P,Primary products,PCU339910339910P
3677,33992-,33992-,Sporting & athletic goods mfg,PCU33992-33992-
3678,339920,339920,Sporting and athletic goods mfg,PCU339920339920
3679,339920,3399201,Fishing tackle and equipment,PCU3399203399201
3680,339920,3399204,"Golf equipment, excluding apparel and shoes",PCU3399203399204
3681,339920,3399205,Playground equipment,PCU3399203399205
3682,339920,3399207,Gymnasium and exercise equipment,PCU3399203399207
3683,339920,339920A,Other sporting and athletic goods,PCU339920339920A
3684,339920,339920M,Miscellaneous receipts,PCU339920339920M
3685,339920,339920MM,Miscellaneous receipts,PCU339920339920MM
3686,339920,339920P,Primary products,PCU339920339920P
3687,339920,339920S,Secondary products,PCU339920339920S
3688,339920,339920SS,Secondary products,PCU339920339920SS
3689,33993-,33993-,"Doll, toy & game mfg",PCU33993-33993-
3690,339930,339930,"Doll, toy, and game mfg",PCU339930339930
3691,339930,3399301,"Dolls, toy animals, action figures and stuffed toys, including parts",PCU3399303399301
3692,339930,3399303,"Baby carriages and children's vehicles, excluding  bicycles with pneumatic tires",PCU3399303399303
3693,339930,3399306,"Models (operating & static), craft kits/supply, natural science kits, & collectors' miniatures",PCU3399303399306
3694,339930,3399307,"Nonelectronic games and puzzles, including parts",PCU3399303399307
3695,339930,3399308,"Other nonelectronic toys, including parts",PCU3399303399308
3696,339930,339930M,Miscellaneous receipts,PCU339930339930M
3697,339930,339930P,Primary products,PCU339930339930P
3698,339930,339930S,Secondary products,PCU339930339930S
3699,339930,339930SS,Secondary products,PCU339930339930SS
3700,33994-,33994-,Office supplies (exc paper) mfg,PCU33994-33994-
3701,339940,339940,"Office supplies, except paper, mfg",PCU339940339940
3702,339940,3399401,"Pens, mechanical pencils, markers, and associated parts",PCU3399403399401
3703,339940,3399402,"Lead pencils, art goods, office supplies & small office equipment, excluding paper",PCU3399403399402
3704,339940,3399403,Marking devices,PCU3399403399403
3705,339940,3399404,Carbon paper and inked ribbons,PCU3399403399404
3706,339940,339940M,Miscellaneous receipts,PCU339940339940M
3707,339940,339940P,Primary products,PCU339940339940P
3708,339940,339940S,Secondary Products,PCU339940339940S
3709,33995-,33995-,Sign mfg,PCU33995-33995-
3710,339950,339950,Sign mfg,PCU339950339950
3711,339950,3399501,"Electric signs and displays, including trade show exhibits",PCU3399503399501
3712,339950,3399504,"Nonelectric signs and displays, including trade show exhibits",PCU3399503399504
3713,339950,339950M,Miscellaneous receipts,PCU339950339950M
3714,339950,339950P,Primary products,PCU339950339950P
3715,339950,339950S,Secondary products,PCU339950339950S
3716,33999-,33999-,All other misc mfg,PCU33999-33999-
3717,339991,339991,"Gasket, packing, and sealing device mfg",PCU339991339991
3718,339991,3399911,Compression packing,PCU3399913399911
3719,339991,3399912,Molded packing and seals,PCU3399913399912
3720,339991,3399913,Nonmetallic gaskets and gasketing,PCU3399913399913
3721,339991,3399917,Metallic gaskets and machined seals,PCU3399913399917
3722,339991,3399919,Rotary oil seals,PCU3399913399919
3723,339991,339991B,"Axial mechanical face seals, including parts",PCU339991339991B
3724,339991,339991M,Miscellaneous receipts,PCU339991339991M
3725,339991,339991MM,Miscellaneous receipts,PCU339991339991MM
3726,339991,339991P,Primary products,PCU339991339991P
3727,339991,339991S,Secondary products,PCU339991339991S
3728,339991,339991SS,Secondary products,PCU339991339991SS
3729,339992,339992,Musical instrument mfg,PCU339992339992
3730,339992,3399921,Pianos (nonelectronic),PCU3399923399921
3731,339992,3399925,"Parts for pianos (nonelectronic) and organs, excluding benches",PCU3399923399925
3732,339992,3399926,Organs,PCU3399923399926
3733,339992,3399927,Other musical instruments and parts,PCU3399923399927
3734,339992,33999271,"Other electronic musical instruments, excluding electronic organs",PCU33999233999271
3735,339992,33999272,Other nonelectronic musical instruments,PCU33999233999272
3736,339992,33999273,"Parts and accessories for other musical instruments, sold separately, excl. benches & cases",PCU33999233999273
3737,339992,339992A,"Nonelectronic pianos, organs, and nonelectronic pianos and organ parts, excluding benches",PCU339992339992A
3738,339992,339992M,Miscellaneous receipts,PCU339992339992M
3739,339992,339992P,Primary products,PCU339992339992P
3740,339993,339993,"Fastener, button, needle, and pin mfg",PCU339993339993
3741,339993,3399930,"Fasteners, zippers, buttons, needles, pins, and buckles (except precious metal)",PCU3399933399930
3742,339993,339993M,Miscellaneous receipts,PCU339993339993M
3743,339993,339993P,Primary products,PCU339993339993P
3744,339993,339993S,Secondary products,PCU339993339993S
3745,339993,339993SS,Secondary products,PCU339993339993SS
3746,339994,339994,"Broom, brush, and mop mfg",PCU339994339994
3747,339994,3399941,"Brooms, mops and dusters",PCU3399943399941
3748,339994,33999411,Brooms,PCU33999433999411
3749,339994,33999413,"Mops and dusters, including refills",PCU33999433999413
3750,339994,3399943,"Paint and varnish brushes, paint holders, pads, roller frames and rollers",PCU3399943399943
3751,339994,33999431,Paint and varnish brushes,PCU33999433999431
3752,339994,33999432,"Paint holders, pads, roller frames and rollers",PCU33999433999432
3753,339994,3399945,Other types of brushes,PCU3399943399945
3754,339994,33999451,Personal brushes,PCU33999433999451
3755,339994,33999452,"All other types of brushes, except personal",PCU33999433999452
3756,339994,339994M,Miscellaneous receipts,PCU339994339994M
3757,339994,339994P,Primary products,PCU339994339994P
3758,339994,339994S,Secondary products,PCU339994339994S
3759,339995,339995,Burial casket mfg,PCU339995339995
3760,339995,3399951,"Metal burial caskets and coffins, completely lined and trimmed, adult sizes only",PCU3399953399951
3761,339995,3399954,"Wood burial caskets and coffins, completely lined and trimmed, adult sizes only",PCU3399953399954
3762,339995,3399955,"Other burial caskets and coffins, including burial boxes and vaults (except concrete and stone)",PCU3399953399955
3763,339995,339995M,Miscellaneous receipts,PCU339995339995M
3764,339995,339995P,Primary products,PCU339995339995P
3765,339995,339995S1,Secondary products,PCU339995339995S1
3766,339999,339999,All other miscellaneous mfg,PCU339999339999
3767,339999,3399993,"Coin-operated amusement machines, excluding jukeboxes",PCU3399993399993
3768,339999,3399995,"Candles, including tapers",PCU3399993399995
3769,339999,339999E,Mirror and picture frames and framed pictures,PCU339999339999E
3770,339999,339999L,"All other miscellaneous fabricated products, incl. fire extinguishers and umbrellas",PCU339999339999L
3771,339999,339999L1,"Fire extinguishing equipment, hand-portable and fixed-system (excl. water sprinkler systems)",PCU339999339999L1
3772,339999,339999M,Miscellaneous receipts,PCU339999339999M
3773,339999,339999MM,Miscellaneous receipts,PCU339999339999MM
3774,339999,339999P,Primary products,PCU339999339999P
3775,339999,339999S,Secondary products,PCU339999339999S
3776,339999,339999SS,Secondary products,PCU339999339999SS
3777,423---,423---,"Merchant wholesalers, durable goods",PCU423---423---
3778,4231--,4231--,Motor vehicle and parts merchant wholesalers,PCU4231--4231--
3779,42310-,42310-,Motor vehicle and parts merchant wholesalers,PCU42310-42310-
3780,423100,423100,Motor vehicle and parts merchant wholesalers,PCU423100423100
3781,423100,4231001,Motor vehicle and parts wholesaler services,PCU4231004231001
3782,423100,423100P,Primary services,PCU423100423100P
3783,4232--,4232--,Furniture and home furnishing merchant wholesalers,PCU4232--4232--
3784,42320-,42320-,Furniture and home furnishing merchant wholesalers,PCU42320-42320-
3785,423200,423200,Furniture and home furnishing merchant wholesalers,PCU423200423200
3786,423200,4232001,Furniture and home furnishing wholesaler services,PCU4232004232001
3787,423200,423200P,Primary services,PCU423200423200P
3788,4233--,4233--,Lumber and other construction materials merchant wholesalers,PCU4233--4233--
3789,42330-,42330-,Lumber and other construction materials merchant wholesalers,PCU42330-42330-
3790,423300,423300,Lumber and other construction materials merchant wholesalers,PCU423300423300
3791,423300,4233001,Lumber and other construction material wholesaler services,PCU4233004233001
3792,423300,423300P,Primary services,PCU423300423300P
3793,423300,423300SM,Other receipts,PCU423300423300SM
3794,4234--,4234--,Professional and commercial equipment and supplies merchant wholesalers,PCU4234--4234--
3795,42340-,42340-,Professional and commercial equipment and supplies merchant wholesalers,PCU42340-42340-
3796,423400,423400,Professional and commercial equipment and supplies merchant wholesalers,PCU423400423400
3797,423400,4234001,Professional and commercial equipment and supplies wholesaler services,PCU4234004234001
3798,423400,42340011,Wholesaling of new and used computer equipment,PCU42340042340011
3799,423400,42340012,"Wholesaling of surgical, medical, dental, and hospital equipment and supplies",PCU42340042340012
3800,423400,42340013,Wholesaling of other professional equipment and supplies and all other goods,PCU42340042340013
3801,423400,423400P,Primary services,PCU423400423400P
3802,4235--,4235--,Metal and mineral (except petroleum) merchant wholesalers,PCU4235--4235--
3803,42350-,42350-,Metal and mineral (except petroleum) merchant wholesalers,PCU42350-42350-
3804,423500,423500,Metal and mineral (except petroleum) merchant wholesalers,PCU423500423500
3805,423500,4235001,Metals and minerals wholesaler services,PCU4235004235001
3806,423500,42350011,Wholesaling of metals and minerals (except petroleum),PCU42350042350011
3807,423500,423500P,Primary services,PCU423500423500P
3808,4236--,4236--,Household appliances and electrical and electronic goods merchant wholesalers,PCU4236--4236--
3809,42360-,42360-,Household appliances and electrical and electronic goods merchant wholesalers,PCU42360-42360-
3810,423600,423600,Household appliances and electrical and electronic goods merchant wholesalers,PCU423600423600
3811,423600,4236001,"Household appliances, electrical, and electronics wholesaler services",PCU4236004236001
3812,423600,42360011,Wholesaling of household appliances and electrical and electronic goods,PCU42360042360011
3813,423600,423600P,Primary services,PCU423600423600P
3814,4237--,4237--,"Hardware, plumbing and heating equipment and supplies merchant wholesalers",PCU4237--4237--
3815,42370-,42370-,"Hardware, plumbing and heating equipment and supplies merchant wholesalers",PCU42370-42370-
3816,423700,423700,"Hardware, plumbing, and heating equipment and supplies merchant wholesalers",PCU423700423700
3817,423700,4237001,"Hardware, plumbing, and heating equipment and supplies wholesaler services",PCU4237004237001
3818,423700,423700P,Primary services,PCU423700423700P
3819,4238--,4238--,"Machinery, equipment, and supplies merchant wholesalers",PCU4238--4238--
3820,42380-,42380-,"Machinery, equipment, and supplies merchant wholesalers",PCU42380-42380-
3821,423800,423800,Machinery and supply merchant wholesalers,PCU423800423800
3822,423800,4238001,Machinery and supply wholesaler services,PCU4238004238001
3823,423800,423800P,Primary services,PCU423800423800P
3824,423800,423800SM,Other receipts,PCU423800423800SM
3825,4239--,4239--,Miscellaneous durable goods merchant wholesalers (except materials recyclers),PCU4239--4239--
3826,42390-,42390-,Miscellaneous durable goods merchant wholesalers (except materials recyclers),PCU42390-42390-
3827,423900,423900,"Miscellaneous durable goods, except recyclable material, merchant wholesalers",PCU423900423900
3828,423900,4239001,Miscellaneous durable goods wholesaler services,PCU4239004239001
3829,423900,423900P,Primary services,PCU423900423900P
3830,424---,424---,"Merchant wholesalers, nondurable goods",PCU424---424---
3831,4240--,4240--,"Merchant wholesalers, nondurable goods",PCU4240--4240--
3832,42400-,42400-,"Merchant wholesalers, nondurable goods",PCU42400-42400-
3833,424000,424000,"Merchant wholesalers, nondurable goods",PCU424000424000
3834,424000,4240002,Wholesale distribution of drugs and druggists' sundries,PCU4240004240002
3835,424000,4240003,"Wholesale distribution of apparel, piece goods, and notions",PCU4240004240003
3836,424000,4240004,Wholesale distribution of grocery and related products,PCU4240004240004
3837,424000,42400041,"Wholesale distribution of poultry, meat, fish and seafood, dairy, and fruits and vegetables",PCU42400042400041
3838,424000,42400042,Wholesale distribution of packaged frozen food and canned food,PCU42400042400042
3839,424000,42400043,"Wholesale distribution of baked goods, spices, soft drinks, and all other groceries",PCU42400042400043
3840,424000,4240005,Wholesale distribution of farm product raw materials,PCU4240004240005
3841,424000,4240006,Wholesale distribution of chemicals and allied products,PCU4240004240006
3842,424000,4240007,Wholesale distribution of petroleum and petroleum products,PCU4240004240007
3843,424000,4240008,"Wholesale distribution of beer, wine, and distilled alcoholic beverages",PCU4240004240008
3844,424000,4240009,Wholesale distribution of miscellaneous nondurable goods,PCU4240004240009
3845,424000,424000A,Wholesale distribution of paper and paper products,PCU424000424000A
3846,424000,424000P,Primary services,PCU424000424000P
3847,424000,424000SM,Other receipts,PCU424000424000SM
3848,424000,424000Z,Wholesale distribution of durable goods,PCU424000424000Z
3849,425120,425120,Wholesale trade agents and brokers,PCU425120425120
3850,429930,429930,Material recyclers,PCU429930429930
3851,429930,4299301,Ferrous metal scrap,PCU4299304299301
3852,429930,42993011,Carbon steel scrap,PCU42993042993011
3853,429930,429930111,Heavy melting scrap,PCU429930429930111
3854,429930,429930112,Carbon steel scrap bundles,PCU429930429930112
3855,429930,429930113,Shredded carbon steel scrap,PCU429930429930113
3856,429930,429930114,Cut plate and structural scrap,PCU429930429930114
3857,429930,429930115,Other carbon steel scrap,PCU429930429930115
3858,429930,42993012,Stainless and alloy steel scrap,PCU42993042993012
3859,429930,42993013,Cast iron scrap,PCU42993042993013
3860,429930,42993014,Other ferrous scrap,PCU42993042993014
3861,429930,4299302,Nonferrous metal scrap,PCU4299304299302
3862,429930,42993021,Copper base scrap,PCU42993042993021
3863,429930,429930211,"No 1 copper wire, heavy",PCU429930429930211
3864,429930,429930212,"No 2 copper wire, mixed",PCU429930429930212
3865,429930,429930213,Yellow brass scrap,PCU429930429930213
3866,429930,429930214,"Other copper and brass scrap, including red brass",PCU429930429930214
3867,429930,42993022,Aluminum base scrap,PCU42993042993022
3868,429930,429930221,"Solids and clippings, new aluminum base scrap",PCU429930429930221
3869,429930,429930222,"Borings, turnings, and other new aluminum base scrap",PCU429930429930222
3870,429930,429930223,Used beverage can scrap,PCU429930429930223
3871,429930,429930224,Other old aluminum base scrap,PCU429930429930224
3872,429930,42993023,"Other nonferrous scrap  (including lead, zinc and precious metals)",PCU42993042993023
3873,429930,4299303,Wastepaper,PCU4299304299303
3874,429930,42993031,News and other low grade wastepaper,PCU42993042993031
3875,429930,42993033,Corrugated wastepaper,PCU42993042993033
3876,429930,42993034,High grade wastepaper (including pulp substitutes and deinking),PCU42993042993034
3877,429930,4299304,"Recyclable materials, excluding metals and paper",PCU4299304299304
3878,429930,42993042,Recyclable plastics,PCU42993042993042
3879,429930,42993045,"All other recyclable materials, including glass and textiles",PCU42993042993045
3880,429930,429930459,Other recyclable materials,PCU429930429930459
3881,429930,429930P,Primary products,PCU429930429930P
3882,441---,441---,Motor vehicle and parts dealers,PCU441---441---
3883,4411--,4411--,Automobile dealers,PCU4411--4411--
3884,44111-,44111-,New car dealers,PCU44111-44111-
3885,441110,441110,New car dealers,PCU441110441110
3886,441110,4411101,Vehicle sales,PCU4411104411101
3887,441110,441110101,New vehicle sales,PCU441110441110101
3888,441110,441110102,Used vehicle sales,PCU441110441110102
3889,441110,4411102,Service labor and parts,PCU4411104411102
3890,441110,441110P,Primary services,PCU441110441110P
3891,441110,441110SM,Other receipts,PCU441110441110SM
3892,44121-,44121-,Recreational vehicle dealers,PCU44121-44121-
3893,441210,441210,Recreational vehicle dealers,PCU441210441210
3894,441210,4412101,Recreational vehicle dealer services,PCU4412104412101
3895,441210,441210P,Primary services,PCU441210441210P
3896,441222,441222,Boat dealers,PCU441222441222
3897,441222,4412221,Boat dealer services,PCU4412224412221
3898,441222,441222P,Primary services,PCU441222441222P
3899,4413--,4413--,"Automotive parts, accessories and tire stores",PCU4413--4413--
3900,44131-,44131-,Automotive parts and accessories stores,PCU44131-44131-
3901,441310,441310,Automotive parts and accessories stores,PCU441310441310
3902,441310,4413101,Automotive parts and accessories store services,PCU4413104413101
3903,441310,441310P,Primary services,PCU441310441310P
3904,44132-,44132-,Tire dealers,PCU44132-44132-
3905,441320,441320,Tire dealers,PCU441320441320
3906,441320,4413201,Tire dealer services,PCU4413204413201
3907,441320,441320P,Primary services,PCU441320441320P
3908,442---,442---,Furniture and home furnishings stores,PCU442---442---
3909,4421--,4421--,Furniture stores,PCU4421--4421--
3910,44211-,44211-,Furniture stores,PCU44211-44211-
3911,442110,442110,Furniture stores,PCU442110442110
3912,442110,4421101,Furniture store services,PCU4421104421101
3913,442110,442110P,Primary services,PCU442110442110P
3914,442110,442110SM1,Other receipts,PCU442110442110SM1
3915,44221-,44221-,Floor covering stores,PCU44221-44221-
3916,442210,442210,Floor covering stores,PCU442210442210
3917,442210,4422101,Floor covering store services,PCU4422104422101
3918,442210,442210P,Primary services,PCU442210442210P
3919,443---,443---,Electronics and appliance stores,PCU443---443---
3920,4431--,4431--,Electronics and appliance stores,PCU4431--4431--
3921,44310-,44310-,Electronics and appliance stores,PCU44310-44310-
3922,443100,443100,Electronics and appliance stores,PCU443100443100
3923,443100,4431001,Retailing of entertainment and communication products,PCU4431004431001
3924,443100,4431002,"Retailing of computers, hardware, software, and supplies",PCU4431004431002
3925,443100,4431003,Retailing of major household appliances,PCU4431004431003
3926,443100,4431004,Retailing of all other goods,PCU4431004431004
3927,443100,443100P,Primary products,PCU443100443100P
3928,443100,443100SM,Other receipts,PCU443100443100SM
3929,444---,444---,Building material and garden equipment and supply dealers,PCU444---444---
3930,4441--,4441--,Building material and supplies dealers,PCU4441--4441--
3931,44410-,44410-,Building material and supplies dealers,PCU44410-44410-
3932,444100,444100,Building materials and supplies dealers,PCU444100444100
3933,444100,4441001,Building materials and supplies dealer services,PCU4441004441001
3934,444100,44410011,"Retailing of building materials, paint, and hardware",PCU44410044410011
3935,444100,44410012,Retailing of all other goods,PCU44410044410012
3936,444100,444100P,Primary services,PCU444100444100P
3937,4442--,4442--,Lawn and garden equip and supplies stores,PCU4442--4442--
3938,44422-,44422-,"Nursery, garden and farm supply stores",PCU44422-44422-
3939,444220,444220,"Nursery, garden, and farm supply stores",PCU444220444220
3940,444220,4442201,"Nursery, garden center, and farm supply store services",PCU4442204442201
3941,444220,444220P,Primary services,PCU444220444220P
3942,445---,445---,Food and beverage stores,PCU445---445---
3943,4451--,4451--,Grocery stores,PCU4451--4451--
3944,44511-,44511-,Grocery (except convenience) stores,PCU44511-44511-
3945,445110,445110,Supermarkets and other grocery stores,PCU445110445110
3946,445110,4451103,Supermarket and other grocery store services,PCU4451104451103
3947,445110,44511032,Retailing of food and beverage products,PCU44511044511032
3948,445110,445110321,Retailing of fresh meats,PCU445110445110321
3949,445110,445110322,Retailing of fresh fruits and vegetables,PCU445110445110322
3950,445110,445110323,Retailing of bakery products,PCU445110445110323
3951,445110,445110324,Retailing of dairy products,PCU445110445110324
